Model,Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC,Brier
HydroFlowNet-XF,0.9387755102040817,0.8734177215189873,0.971830985915493,0.92,0.9911830985915494,0.9829208364239869,0.1127910551459647
